srcStateName,srcDistrictName,Court_Efficiency_Index_PCA_Absolute
West Bengal,North Dinajpur,0.3548609476369365
West Bengal,Nadia,0.3090049163434196
West Bengal,kalimpong,0.5500648588637782
West Bengal,Paschim Bardhaman,0.36059014477346
West Bengal,Jhargram,0.37348808789033405
West Bengal,Alipurduar,0.3583716264738204
Maharashtra,Nandurbar,0.5004723359747526
Maharashtra,Dhule,0.4502051468511117
Maharashtra,Jalgaon,0.4615654026043728
Maharashtra,Buldhana,0.44465260850489674
Maharashtra,Akola,0.47247617149002574
Maharashtra,Amravati,0.46902714330775197
Maharashtra,Wardha,0.4834442216266733
Maharashtra,Nagpur,0.4379941478915659
Maharashtra,Bhandara,0.501918483980727
Maharashtra,Gondia,0.511895604824507
Maharashtra,Gadchiroli,0.5201952887757444
Maharashtra,Chandrapur,0.43417287586171543
Maharashtra,Yavatmal,0.4653126674187552
Maharashtra,Nanded,0.4310146937066205
Maharashtra,Parbhani,0.4735470784050234
Maharashtra,Jalna,0.44207459531299903
Maharashtra,Aurangabad,0.4072792900644994
Maharashtra,Nashik,0.3670702932144216
Maharashtra,Thane,0.4033831943732474
Maharashtra,Mumbai CMM Courts,0.4059763231511879
Maharashtra,Raigad,0.4016169982842914
Maharashtra,Pune,0.4306761008264621
Maharashtra,Ahmednagar,0.4317784285151301
Maharashtra,Beed,0.4437664907756387
Maharashtra,Latur,0.4314683463431659
Maharashtra,Osmanabad,0.4425454643215942
Maharashtra,Solapur,0.42140051377248183
Maharashtra,Satara,0.423896768659652
Maharashtra,Ratnagiri,0.4716182333530995
Maharashtra,Sindhudurg,0.43367212751557976
Maharashtra,Kolhapur,0.4386959332197847
Maharashtra,Sangli,0.44330353983477605
Maharashtra,Washim,0.47431703307206197
Maharashtra,Mumbai City Civil Court,0.39696662326764415
Maharashtra,Mumbai Small Causes Court,0.27106090823034457
Maharashtra,Mumbai Motor Accident Claims T,0.5119213701864853
Maharashtra,Maharashtra Industrial and Lab,0.46913025868905506
Maharashtra,Mah State Cooperative Appellat,0.4382277585316989
Maharashtra,Maharashtra Family Courts,0.5530034084053407
Maharashtra,Maharashtra School Tribunals,0.43269922558394985
Jharkhand,Bokaro,0.5300943602827326
Jharkhand,Dumka,0.45951686771373623
Jharkhand,Koderma,0.5243142546494272
Jharkhand,West Singhbhum at Chaibasa,0.4951605907644682
Jharkhand,Gumla,0.4638381802261378
Jharkhand,Godda,0.4653783670117093
Jharkhand,Hazaribagh,0.47127521158869523
Jharkhand,Lohardaga,0.5095881759908569
Jharkhand,Dhanbad,0.4819854419551789
Jharkhand,Giridih,0.47588378015397614
Jharkhand,East Singhbhum at Jamshedpur,0.48682804734506524
Jharkhand,Jamtara,0.5285898028918147
Jharkhand,Chatra,0.49579062731485785
Jharkhand,Pakur,0.42126262439282447
Jharkhand,Seraikella,0.44819355023907226
Jharkhand,Deoghar,0.5077433108038494
Jharkhand,Daltonganj,0.4107311049482702
Jharkhand,Simdega,0.4948336227196196
Jharkhand,Latehar,0.4976942899708088
Jharkhand,Garhwa,0.4141561457064576
Jharkhand,Sahibganj,0.4853006253198128
Jharkhand,Ranchi,0.5264142520971296
Jharkhand,Ramgarh,0.3881992792327747
Jharkhand,Khunti,0.5588351158853929
Chhattisgarh,Korba,0.5072605298512931
Chhattisgarh,Bilaspur,0.5100874077779078
Chhattisgarh,Raipur,0.48300998181974386
Chhattisgarh,Surguja at Ambikapur,0.49895283983605765
Chhattisgarh,Dhamtari,0.5351161865621432
Chhattisgarh,Raigarh,0.5024344962545123
Chhattisgarh,Durg,0.4848118057326614
Chhattisgarh,Kawardha,0.542797072749105
Chhattisgarh,Rajnandgaon,0.5358194268124601
Chhattisgarh,Koriya,0.5155858236180332
Chhattisgarh,Mahasamund,0.482152902755861
Chhattisgarh,Kanker,0.5454085551665455
Chhattisgarh,Bastar,0.48878344278881597
Chhattisgarh,Jashpur,0.5117103804687779
Chhattisgarh,Dantewada,0.5980205168708528
Chhattisgarh,Janjgir,0.5463230248392389
Chhattisgarh,Balod,0.5408896014627355
Chhattisgarh,Bemetara,0.5419445888997553
Chhattisgarh,Surajpur,0.4885145001727484
Chhattisgarh,Kondagaon,0.555092507330014
Chhattisgarh,Balodabazar,0.5329481427070424
Chhattisgarh,Mungeli,0.529955715581991
Chhattisgarh,Balrampur Ramanujganj,0.5063764514299469
Andaman and Nicobar,Port Blair,0.3012183000906924
Odisha,Cuttack,0.3639607875134667
Odisha,Kendrapada,0.28735476693177575
Odisha,Nuapada,0.37716496322344306
Odisha,Ganjam,0.36217285610677075
Odisha,Balasore,0.3114268360300101
Odisha,Koraput,0.35534258388342577
Odisha,Dhenkanal,0.39408752302802036
Odisha,Khurda,0.2956843359084331
Odisha,Gajapati,0.5044213781436582
Odisha,Kalahandi,0.3624264149972961
Odisha,Sambalpur,0.31296959032739863
Odisha,Jharsuguda,0.31407635350719865
Odisha,Keonjhar,0.29882555986493
Odisha,Jagatsinghpur,0.381857741988461
Odisha,Puri,0.30545245592585946
Odisha,Sundargarh,0.34839601482840915
Odisha,Balangir,0.3545372246451645
Odisha,Bhadrak,0.2986578261214546
Odisha,Jajpur,0.3096028120027507
Odisha,Sonepur,0.412136555260896
Odisha,Rayagada,0.4434449832789367
Odisha,Nayagarh,0.3563148438147294
Odisha,Kandhamal,0.460935731189721
Odisha,Boudh,0.43476833531363923
Odisha,Mayurbhanj,0.35729209318066524
Odisha,Anugul,0.3402247991476301
Odisha,Bargarh,0.29916199766155804
Odisha,Deogarh,0.42156925331574835
Odisha,Malkangiri,0.5035268636768123
Odisha,Nabarangpur,0.36738779325298304
Gujarat,GANDHINAGAR,0.5140082093338951
Gujarat,Ahmedabad,0.4870403311930434
Gujarat,SURAT,0.6292039212374295
Gujarat,Mahesana,0.5812891846176323
Gujarat,RAJKOT,0.5362051024808672
Gujarat,Amreli,0.6039096262462391
Gujarat,Anand,0.5716009175631867
Gujarat,Banaskanth at Palanpur,0.612502953148381
Gujarat,Bharuch,0.5857881025976335
Gujarat,Bhavnagar,0.5259242454447659
Gujarat,Dahod,0.5705059292538187
Gujarat,Jamnagar,0.562144139858954
Gujarat,Junagadh,0.5743837227476586
Gujarat,Kheda at Nadiad,0.5775334690785181
Gujarat,kachchh at Bhuj,0.5382444437140989
Gujarat,Panchmahal at Godhra,0.6007677819256272
Gujarat,Patan,0.6166616587847016
Gujarat,Sabarkantha at Himmatnagar,0.5566780288735584
Gujarat,Surendranagar,0.5825448156184801
Gujarat,Vadodara,0.6011621771531622
Gujarat,Navsari,0.6914880281566222
