srcStateName,srcDistrictName,District and Taluk Court Case type,Pending cases for a period of 0 to 1 Years,Pending cases for a period of 1 to 3 Years,Pending cases for a period of 3 to 5 Years,Pending cases for a period of 5 to 10 Years,Pending cases for a period of 10 to 20 Years,Pending cases for a period of 20 to 30 Years,Pending cases over 30 Years,Pending cases,Original pending cases,Pending Appeal cases,Pending Application cases,Pending Execution cases,Cases pending at Appearance or Service-Related stage,Cases pending at Compliance or Steps or stay stage,Cases pending at Evidence or Argument or Judgement stage,Cases pending at Pleadings or Issues or Charge stage,Cases instituted in last month,Cases disposed in last month,Cases filed by Senior Citizens,Cases filed by women,Cases delayed in disposal,,,Delay_Ratio,Old_Pending_Percentage,Pending_Case_Growth,Case_Disposal_Rate,Pending_to_Disposed_Ratio,Normalized_Case_Disposal_Rate,Normalized_Delay_Ratio,Normalized_Old_Pending_Percentage,Normalized_Pending_Case_Growth,Normalized_Pending_to_Disposed_Ratio,Court_Efficiency_Index_PCA_Absolute
Rajasthan,Ganganagar,Total,22012,18025,12594,15855,2980,108,2,71576,53287,3714,11575,3000,30603,7958,29152,3739,2794,2080,3092,7009,36294,,,0.507062324,0.264679995,0.970926415,0.029059614,34.3950024,0.041513734,0.353535334,0.404677034,0.970944145,0.000628082,0.409020466
Rajasthan,Merta Nagaur,Civil,4809,3732,2349,2550,697,95,9,14241,9397,1041,2275,1528,6033,2505,5058,607,180,94,2974,1920,6571,,,0.461381828,0.235289987,0.993329589,0.006600197,149.9052632,0.009428852,0.321685858,0.359741787,0.993347728,0.002737396,0.416299487
Rajasthan,Merta Nagaur,Criminal,10737,9970,6167,7148,818,12,0,34852,28887,1804,4161,0,10626,3706,17991,2527,1283,913,652,1580,18649,,,0.53507589,0.228904255,0.973775572,0.026195736,38.13129103,0.037422481,0.373067027,0.349978452,0.973793354,0.000696309,0.416639831
Rajasthan,Merta Nagaur,Total,15546,13702,8516,9698,1515,107,9,49093,38284,2845,6436,1528,16659,6211,23049,3134,1463,1007,3626,3500,25220,,,0.513708396,0.230761397,0.979467959,0.020511671,48.70337302,0.029302388,0.358169126,0.352817891,0.979485845,0.000889364,0.416569983
Rajasthan,Udaipur,Civil,7828,5273,2759,4003,1024,92,30,21009,13175,830,3613,3385,8625,3502,6582,1748,279,152,3544,1850,9238,,,0.439695383,0.245073774,0.992717753,0.00723465,137.3137255,0.010335215,0.306565578,0.374700507,0.992735881,0.002507464,0.416473805
Rajasthan,Udaipur,Criminal,27881,28771,15025,24301,4552,136,9,100675,93710,1110,5854,1,50998,4281,36157,8625,2264,2159,1892,2681,47917,,,0.475952561,0.288032898,0.978545036,0.021445032,46.6087963,0.030635759,0.331844903,0.440381974,0.978562905,0.000851116,0.401353506
Rajasthan,Udaipur,Total,35709,34044,17784,28304,5576,228,39,121684,106885,1940,9467,3386,59623,7783,42739,10373,2543,2311,5436,4531,57155,,,0.469696347,0.280617989,0.981000123,0.018991659,52.63148789,0.027130941,0.327482929,0.429045102,0.981018037,0.000961095,0.40397707
Rajasthan,Bundi,Civil,3200,2153,917,985,66,1,2,7324,5155,757,1047,365,1674,1132,3440,940,129,107,1545,1305,3184,,,0.434675768,0.143890785,0.985255973,0.014607509,67.81481481,0.020867869,0.303065788,0.219998856,0.985273964,0.001238355,0.459904833
Rajasthan,Bundi,Criminal,7450,6819,3776,4091,54,0,0,22190,18864,1209,2117,0,5061,896,15131,1087,1249,971,475,871,11882,,,0.535442296,0.186787436,0.956198459,0.043756478,22.82921811,0.062509254,0.373322494,0.285584809,0.95621592,0.000416881,0.441602407
Rajasthan,Bundi,Total,10650,8972,4693,5076,120,1,2,29514,24019,1966,3164,365,6735,2028,18571,2027,1378,1078,2020,2176,15066,,,0.510452312,0.176147721,0.963442317,0.036523801,27.35310473,0.052176859,0.355898911,0.269317436,0.963459911,0.000499491,0.446143614
Rajasthan,Hanumangarh,Civil,5170,3146,1547,1473,271,4,4,11615,7694,691,2264,966,3600,2439,4588,913,209,103,2265,2080,5219,,,0.449294077,0.150826446,0.991046832,0.00886708,111.6826923,0.012667257,0.313258004,0.230602993,0.991064929,0.00203942,0.451849633
Rajasthan,Hanumangarh,Criminal,10743,10162,5607,6992,650,12,0,34166,28089,1265,4812,0,14338,1020,16913,1886,1541,1307,795,2577,20546,,,0.601340475,0.224017327,0.961717447,0.038253285,26.12079511,0.05464755,0.419268196,0.342506684,0.961735008,0.000476988,0.413669218
Rajasthan,Hanumangarh,Total,15913,13308,7154,8465,921,16,4,45781,35783,1956,7076,966,17938,3459,21501,2799,1750,1410,3060,4657,25765,,,0.562775763,0.205451924,0.969180027,0.03079813,32.44578313,0.043997329,0.392380006,0.314121494,0.969197725,0.000592487,0.423373885
Rajasthan,Baran,Civil,2130,1215,536,785,57,0,0,4723,3098,416,640,569,1577,796,2019,258,40,61,1013,806,2207,,,0.467188823,0.178238781,0.986875529,0.012912786,76.17741935,0.018446837,0.325734626,0.272514518,0.98689355,0.001391063,0.440527264
Rajasthan,Baran,Criminal,8148,8474,4939,7245,160,2,0,28968,24238,906,3824,0,8597,854,18096,1419,1139,931,510,1420,18344,,,0.633228624,0.255687114,0.967827678,0.032137802,31.08154506,0.045911146,0.441501335,0.390927554,0.967845351,0.000567575,0.393178104
Rajasthan,Baran,Total,10278,9689,5475,8030,217,2,0,33691,27336,1322,4464,569,10174,1650,20115,1677,1179,992,1523,2226,20551,,,0.609966758,0.244835569,0.970527128,0.029443191,33.9284995,0.042061702,0.425282635,0.374336308,0.970544851,0.000619563,0.399810682
Rajasthan,Bharatpur,Civil,7332,5889,2864,3897,446,24,5,20457,11008,1299,4231,3919,6303,4147,6821,1304,269,121,3890,3085,9079,,,0.443787271,0.21370613,0.994036563,0.005914557,167.6803279,0.008449367,0.309418535,0.326741591,0.994054715,0.003061983,0.427090447
Rajasthan,Bharatpur,Criminal,15943,14052,8560,10847,2052,71,2,51527,38011,2174,11342,0,14957,5411,26874,4172,1774,1360,763,3695,28380,,,0.550768514,0.251746623,0.973587176,0.026393417,37.85966201,0.037704882,0.38400828,0.384902821,0.973604954,0.000691349,0.405398638
Rajasthan,Bharatpur,Total,23275,19941,11424,14744,2498,95,7,71984,49019,3473,15573,3919,21260,9558,33695,5476,2043,1481,4653,6780,37459,,,0.5203723,0.240939085,0.979412378,0.020573731,48.57219973,0.029391044,0.362815351,0.368378858,0.979430262,0.000886969,0.411601919
Rajasthan,Ajmer,Civil,11076,7204,4205,5918,1942,104,17,30466,18494,1831,4728,5413,8422,10298,9607,1799,487,315,5356,4175,15619,,,0.512653034,0.261955558,0.989628122,0.010339055,96.41139241,0.014770079,0.357433304,0.400511563,0.989646194,0.001760553,0.399586175
Rajasthan,Ajmer,Criminal,20785,20566,13427,15012,1959,22,1,71772,63053,3028,5691,0,21200,14098,32126,3970,3797,3076,2354,3044,40062,,,0.558176473,0.236774274,0.957128725,0.042857342,23.32531687,0.061224774,0.389173276,0.362011157,0.957146203,0.00042594,0.418244233
Rajasthan,Ajmer,Total,31861,27770,17632,20930,3901,126,18,102238,81547,4859,10419,5413,29622,24396,41733,5769,4284,3391,7710,7219,55681,,,0.544616047,0.244280558,0.966822837,0.033167382,30.14091981,0.047381975,0.37971864,0.373487735,0.966840492,0.000550398,0.412705575
Rajasthan,Jhunjhunu,Civil,4445,3315,1745,1085,240,7,1,10838,7132,547,1447,1712,4432,1543,3775,907,172,75,2462,1972,4894,,,0.451517668,0.122981825,0.992988283,0.006919458,142.6052632,0.009884939,0.314808342,0.188030532,0.993006416,0.002604092,0.461109378
Rajasthan,Jhunjhunu,Criminal,9514,9156,5472,5766,719,11,1,30639,25225,1000,4414,0,10331,2629,16177,1459,1081,878,843,2498,16143,,,0.526860313,0.212043081,0.97131201,0.028655352,34.85665529,0.040936218,0.367338941,0.324198907,0.971329747,0.000636512,0.425701893
Rajasthan,Jhunjhunu,Total,13959,12471,7217,6851,959,18,2,41477,32357,1547,5861,1712,14763,4172,19952,2366,1253,953,3305,4470,21037,,,0.507184532,0.188774772,0.976999855,0.022976035,43.4769392,0.032822908,0.35362054,0.288623305,0.977017696,0.000793925,0.434978314
Rajasthan,Pali,Civil,4842,4595,2638,3328,971,56,12,16442,11119,798,3580,944,6000,3948,5612,855,150,45,3756,2963,7607,,,0.462628474,0.265584139,0.997202457,0.002736727,357.4347826,0.00390961,0.322555048,0.406059407,0.997220667,0.006527059,0.40219218
Rajasthan,Pali,Criminal,13078,13963,10063,13881,2836,21,2,53844,45527,1308,7009,0,23530,4021,23145,3139,2141,1373,1327,3685,30058,,,0.558231962,0.310892376,0.97448231,0.025499118,39.18777293,0.036427311,0.389211964,0.475332504,0.974500105,0.000715602,0.381065076
Rajasthan,Pali,Total,17920,18558,12701,17209,3807,77,14,70286,56646,2106,10589,944,29530,7969,28757,3994,2291,1418,5083,6648,37665,,,0.535874344,0.300297352,0.979811345,0.020174428,49.53206483,0.028820611,0.373623727,0.45913346,0.979829237,0.000904497,0.386109375
Rajasthan,Kota,Civil,7596,5724,2852,4709,933,107,1,21922,13041,1198,3248,4435,7306,4879,8664,896,328,360,3304,3489,11791,,,0.537836975,0.262281622,0.983533276,0.01642111,60.72576177,0.023458729,0.374992118,0.401010091,0.983551236,0.001108903,0.398433604
Rajasthan,Kota,Criminal,23748,20533,13630,19258,3998,15,1,81183,70431,2166,8586,0,33473,6714,36117,4752,4258,3248,2724,7210,47728,,,0.587899093,0.286657469,0.959979799,0.040007883,24.98707295,0.057154119,0.40989656,0.438279042,0.959997329,0.000456285,0.392790597
Rajasthan,Kota,Total,31344,26257,16482,23967,4931,122,2,103105,83472,3364,11834,4435,40779,11593,44781,5648,4586,3608,6028,10699,59519,,,0.577260295,0.281477315,0.964997187,0.034993114,28.56885564,0.049990163,0.402478949,0.430358951,0.965014809,0.000521691,0.393993225
Rajasthan,Jalore,Civil,1702,1441,596,717,181,8,0,4645,3043,201,883,518,1892,992,1460,295,62,10,930,1030,2348,,,0.505380973,0.195006457,0.997632372,0.002152389,422.2727273,0.003074842,0.352363058,0.298151112,0.99765059,0.007711054,0.421780555
Rajasthan,Jalore,Criminal,5711,5155,2792,3927,591,4,0,18180,15767,526,1887,0,5850,790,9791,1739,827,699,179,605,10710,,,0.589076508,0.248721192,0.961498267,0.03844673,25.97142857,0.0549239,0.410717481,0.380277151,0.961515825,0.00047426,0.406340851
Rajasthan,Jalore,Total,7413,6596,3388,4644,772,12,0,22825,18810,727,2770,518,7742,1782,11251,2034,889,709,1109,1635,13058,,,0.572066941,0.237799001,0.96889512,0.031061071,32.14788732,0.044372958,0.398858025,0.363577892,0.968912812,0.000587047,0.409591339
Rajasthan,Jhalawar,Civil,2175,1391,725,973,52,4,2,5322,3471,155,756,940,2480,651,1426,552,125,57,926,945,2288,,,0.429832801,0.19368777,0.989103889,0.010708247,91.75862069,0.015297496,0.299689162,0.296134932,0.989121951,0.001675589,0.439640728
Rajasthan,Jhalawar,Criminal,9777,8997,6106,6285,417,1,0,31583,27640,398,3545,0,10069,1343,16232,3918,1589,1142,372,1377,15749,,,0.498638551,0.21222771,0.96381079,0.036157548,27.63167104,0.05165364,0.347662089,0.324481192,0.96382839,0.000504577,0.434095482
Rajasthan,Jhalawar,Total,11952,10388,6831,7258,469,5,2,36905,31111,553,4301,940,12549,1994,17658,4470,1714,1199,1298,2322,18037,,,0.48872812,0.209559421,0.967484962,0.032487942,30.75416667,0.046411346,0.340752312,0.320401567,0.967502629,0.000561597,0.434895594
Rajasthan,Pratapgarh,Civil,1129,525,238,211,64,0,0,2167,1758,112,0,297,1036,315,646,160,75,41,497,492,792,,,0.365313653,0.126845018,0.980627306,0.018911439,51.5952381,0.027016342,0.254704951,0.193937082,0.980645213,0.000942172,0.480167347
Rajasthan,Pratapgarh,Criminal,4063,4440,1267,928,40,1,0,10739,9360,240,1139,0,3769,355,5086,1525,696,535,138,884,4823,,,0.449068901,0.090223464,0.95009311,0.04981378,20.03544776,0.071162543,0.313101007,0.137945309,0.950110459,0.000365864,0.495923742
Rajasthan,Pratapgarh,Total,5192,4965,1505,1139,104,1,0,12906,11118,352,1139,297,4805,670,5732,1685,771,576,635,1376,5615,,,0.435035252,0.096381808,0.955295576,0.044626947,22.36741768,0.063752781,0.303316429,0.147360983,0.955313021,0.000408448,0.493258347
Rajasthan,Dungarpur,Civil,1396,880,407,148,5,0,0,2836,2274,60,155,347,1443,415,904,74,70,45,283,808,1268,,,0.446951005,0.053930208,0.983785689,0.015861826,61.65217391,0.022659751,0.311624361,0.082455482,0.983803654,0.00112582,0.493012941
Rajasthan,Dungarpur,Criminal,5098,3753,2121,1115,6,0,0,12093,10630,544,919,0,2981,893,6655,1556,710,515,173,466,5912,,,0.48883744,0.09269059,0.957334215,0.042583099,23.43604651,0.060832999,0.340828532,0.141717372,0.957351697,0.000427962,0.484747609
Rajasthan,Dungarpur,Total,6494,4633,2528,1263,11,0,0,14929,12904,604,1074,347,4424,1308,7559,1630,780,560,456,1274,7180,,,0.480910918,0.085331547,0.962424648,0.037508372,26.6114082,0.053583389,0.335301981,0.130465914,0.962442223,0.000485947,0.48630376
Rajasthan,Banswara,Civil,1516,1099,378,271,35,0,0,3299,2644,51,285,319,1033,552,1483,210,54,33,335,556,1466,,,0.444242424,0.092727273,0.98969697,0.01,97.02941176,0.014285714,0.309735878,0.141773456,0.989715042,0.001771838,0.475575054
Rajasthan,Banswara,Criminal,5797,6119,3574,1307,44,2,0,16843,14748,366,1730,0,4705,872,9405,1847,751,458,196,518,8878,,,0.527071954,0.080325338,0.972749941,0.027190691,36.69498911,0.038843844,0.367486502,0.122811774,0.972767704,0.000670081,0.475363176
Rajasthan,Banswara,Total,7313,7218,3952,1578,79,2,0,20142,17392,417,2015,319,5738,1424,10888,2057,805,491,531,1074,10344,,,0.513528273,0.082361118,0.975574641,0.024375714,40.93902439,0.034822448,0.35804354,0.125924337,0.975592456,0.000747581,0.47539112
Rajasthan,Sirohi,Civil,2134,1479,896,997,125,10,2,5643,4669,161,458,355,2002,890,2326,404,100,57,1039,1031,2889,,,0.511871013,0.200921332,0.9897236,0.01009922,97.29310345,0.014427458,0.356888061,0.307194538,0.989741673,0.001776654,0.422994254
Rajasthan,Sirohi,Criminal,6302,5166,3649,3946,459,13,0,19535,17798,262,1475,0,8496,662,9406,963,782,746,267,506,11426,,,0.58486896,0.226146601,0.961762899,0.038185913,26.15127175,0.054551305,0.407783882,0.345762194,0.961780462,0.000477544,0.415546844
Rajasthan,Sirohi,Total,8436,6645,4545,4943,584,23,2,25178,22467,423,1933,355,10498,1552,11732,1367,882,803,1306,1537,14315,,,0.56852933,0.220501211,0.968068629,0.031891656,31.3159204,0.045559508,0.396391523,0.337130792,0.968086306,0.000571855,0.417218972
Rajasthan,Balotra Barmer,Civil,2686,1947,986,926,311,15,0,6871,4836,292,1078,665,3006,1637,1718,411,61,57,862,913,3763,,,0.5475844,0.182188591,0.991559953,0.008294529,118.4655172,0.011849326,0.381788243,0.278553499,0.99157806,0.00216328,0.423310796
Rajasthan,Balotra Barmer,Criminal,5125,6391,4306,6931,1968,28,1,24750,22506,682,1562,0,5256,2002,13699,3782,763,635,82,571,15633,,,0.631610844,0.360712698,0.974304069,0.025655529,38.91509434,0.036650756,0.440373383,0.551504261,0.97432186,0.000710622,0.349947279
Rajasthan,Balotra Barmer,Total,7811,8338,5292,7857,2279,43,1,31621,27342,974,2640,665,8262,3639,15417,4193,824,692,944,1484,19396,,,0.613370438,0.321927772,0.978084878,0.021883499,45.62914863,0.031262141,0.427655759,0.492204845,0.978102738,0.000833226,0.365893885
Rajasthan,Jodhpur Metro,Civil,7376,5627,2935,5195,2145,219,63,23560,15702,522,3945,3391,7701,6440,8193,879,201,144,2960,4296,12308,,,0.522388693,0.3235007,0.993845762,0.006111795,162.4827586,0.008731136,0.364221226,0.494609742,0.993863911,0.002967071,0.372168806
Rajasthan,Jodhpur Metro,Criminal,27822,23003,16436,24429,4596,141,2,96429,89146,1799,5484,0,42793,22137,27745,3673,2260,1614,836,5245,51389,,,0.532915068,0.302478482,0.9832521,0.01673753,59.70835913,0.023910757,0.371560453,0.462468253,0.983270055,0.001090325,0.384009771
Rajasthan,Jodhpur Metro,Total,35198,28630,19371,29624,6741,360,65,119989,104848,2321,9429,3391,50494,28577,35938,4552,2461,1758,3796,9541,63697,,,0.530852571,0.306608884,0.985340445,0.014651221,68.21432632,0.020930316,0.370122433,0.468783347,0.985358438,0.001245651,0.381700846
Rajasthan,Karauli,Civil,1726,1254,645,662,124,6,0,4417,2990,288,662,477,1624,864,1580,345,74,82,1144,432,1891,,,0.428021729,0.179266636,0.981213219,0.018560435,53.21686747,0.026514907,0.298426442,0.274086037,0.981231136,0.000971785,0.449500264
Rajasthan,Karauli,Criminal,6572,6435,4133,4301,379,3,0,21823,18696,669,2458,0,5006,1648,13500,1666,712,574,273,513,11831,,,0.542109604,0.214580279,0.973652859,0.02630132,37.95304348,0.037573314,0.377971091,0.328078103,0.973670639,0.000693054,0.421019347
Rajasthan,Karauli,Total,8298,7689,4778,4963,503,9,0,26240,21686,957,3120,477,6630,2512,15080,2011,786,656,1417,945,13722,,,0.522922145,0.208642963,0.974962844,0.024999047,39.9391172,0.035712925,0.36459316,0.319000367,0.974980648,0.000729322,0.4258009
Rajasthan,Chittorgarh,Civil,4731,2428,1417,2002,334,22,3,10937,6909,506,1742,1779,4034,2127,3749,773,123,115,1937,2041,4671,,,0.427043335,0.21585299,0.989394771,0.010513805,94.28448276,0.015019722,0.297744283,0.330023989,0.989412838,0.001721714,0.431490975
Rajasthan,Chittorgarh,Criminal,12632,12676,6220,9226,887,14,1,41656,33442,1034,7180,0,16756,3628,18677,2532,1448,1207,1265,3351,22132,,,0.53129126,0.243128406,0.971001272,0.028974722,34.48344371,0.04139246,0.370428297,0.371726175,0.971019004,0.000629697,0.413227447
Rajasthan,Chittorgarh,Total,17363,15104,7637,11228,1221,36,4,52593,40351,1540,8922,1779,20790,5755,22426,3305,1571,1322,3202,5392,26803,,,0.509620869,0.237460547,0.974845039,0.025135947,39.75283447,0.035908496,0.35531921,0.363060419,0.974862841,0.00072592,0.417030369
Rajasthan,Bhilwara,Civil,7173,5889,2870,3173,541,44,4,19694,12374,796,2947,3574,8377,3143,6530,1615,253,242,2458,2929,8492,,,0.431175425,0.191012947,0.987661843,0.012287383,81.04526749,0.017553404,0.30062527,0.292045317,0.987679879,0.001479954,0.441227838
Rajasthan,Bhilwara,Criminal,18739,18454,14581,11802,941,12,0,64529,56677,1949,5900,0,31038,1825,28020,3609,2107,1608,1532,3173,33850,,,0.524562219,0.197660003,0.975065861,0.024918642,40.10503418,0.035598061,0.365736657,0.302208196,0.975083666,0.000732352,0.429689164
Rajasthan,Bhilwara,Total,25912,24343,17451,14975,1482,56,4,84223,69051,2745,8847,3574,39415,4968,34550,5224,2360,1850,3990,6102,42342,,,0.502730813,0.196107998,0.978022891,0.021965236,45.50135062,0.031378908,0.350515307,0.299835289,0.978040751,0.000830893,0.432389971
Rajasthan,Jaisalmer,Criminal,2671,2769,2034,2546,137,1,0,10158,9580,237,341,0,2608,272,6189,1086,471,381,120,118,5363,,,0.52790629,0.264199232,0.962397874,0.037503691,26.59162304,0.053576702,0.368068219,0.403941982,0.962415448,0.000485585,0.410055918
Rajasthan,Jaisalmer,Civil,607,547,404,305,100,1,0,1964,925,65,231,743,904,328,536,66,145,106,220,232,1139,,,0.579643766,0.206615776,0.945547074,0.05394402,18.35514019,0.077062886,0.404140759,0.315900941,0.94556434,0.00033518,0.431961226
Rajasthan,Jaisalmer,Total,3278,3316,2438,2851,237,2,0,12122,10505,302,572,743,3512,600,6725,1152,616,487,340,350,6502,,,0.53633589,0.254887404,0.959745937,0.040171575,24.84016393,0.057387964,0.373945528,0.389704854,0.959763463,0.000453602,0.413574826
Rajasthan,Churu,Civil,3611,2340,1417,1584,532,27,13,9524,6922,257,1385,960,3935,1844,2855,722,122,82,1781,1947,5142,,,0.53984252,0.226351706,0.991286089,0.008608924,114.746988,0.012298463,0.376390429,0.346075785,0.991304191,0.002095376,0.407836703
Rajasthan,Churu,Criminal,8946,7632,4468,5472,829,11,1,27359,22010,969,4380,0,9459,1679,14384,1823,1180,852,623,1710,15256,,,0.557602339,0.230738304,0.968823099,0.031140351,32.07385698,0.044486216,0.388772977,0.352782584,0.968840791,0.000585696,0.414723741
Rajasthan,Churu,Total,12557,9972,5885,7056,1361,38,14,36883,28932,1226,5765,960,13394,3523,17239,2545,1302,934,2404,3657,20398,,,0.553031125,0.229611756,0.974650255,0.025322633,39.44705882,0.03617519,0.385585823,0.351060171,0.974668053,0.000720336,0.412958202
Rajasthan,Dholpur,Civil,2351,1371,625,954,165,8,1,5475,3894,187,1079,315,1441,1334,2129,269,110,26,1042,1484,2193,,,0.400474799,0.205989774,0.995069394,0.004747991,202.7777778,0.006782845,0.279220098,0.314943827,0.995087565,0.003702892,0.436584487
Rajasthan,Dholpur,Criminal,5344,5572,2245,4051,563,14,1,17790,15410,252,2128,0,5064,1156,10518,1028,872,756,230,294,7712,,,0.433477601,0.260187735,0.957450396,0.042493396,23.5006605,0.060704851,0.302230399,0.397808686,0.95746788,0.000429142,0.429712568
Rajasthan,Dholpur,Total,7695,6943,2870,5005,728,22,2,23265,19304,439,3207,315,6505,2490,12647,1297,982,782,1272,1778,9905,,,0.425728531,0.24744262,0.966345741,0.033611278,29.71264368,0.048016112,0.296827572,0.378322304,0.966363387,0.000542578,0.431374455
Rajasthan,Sikar,Civil,6585,5598,3285,4530,918,31,18,20965,12588,950,4507,2920,7285,4932,6139,1155,298,148,4948,4204,12035,,,0.574024611,0.262186397,0.992893256,0.007059048,140.704698,0.010084354,0.400222957,0.400864499,0.992911387,0.002569386,0.387628057
Rajasthan,Sikar,Criminal,13706,12784,8225,10652,1387,9,1,46764,39269,1723,5772,0,17729,3837,22267,2916,1977,1577,1348,3256,28015,,,0.599059125,0.257649952,0.966256816,0.0337218,29.63498099,0.048174001,0.417677587,0.393928594,0.966274461,0.00054116,0.398872778
Rajasthan,Sikar,Total,20291,18382,11510,15182,2305,40,19,67729,51857,2673,10279,2920,25014,8769,28406,4071,2275,1725,6296,7460,40050,,,0.59131847,0.259058025,0.974516462,0.025468773,39.24044032,0.036383962,0.412280627,0.396081438,0.974534258,0.000716563,0.395427647
Rajasthan,Sawai Madhopur,Civil,3315,2375,1258,1683,189,11,6,8837,6866,985,47,939,2208,1999,4185,427,117,81,2238,1100,4624,,,0.523195293,0.213736139,0.990721883,0.009164969,107.7682927,0.013092814,0.364783605,0.326787474,0.990739974,0.001967939,0.4157125
Rajasthan,Sawai Madhopur,Criminal,6705,5830,3639,3600,72,2,0,19848,16131,1271,2446,0,5105,792,12519,1417,981,858,562,1012,10363,,,0.522091793,0.185097486,0.956723261,0.043226359,23.10593714,0.061751941,0.36401422,0.283000994,0.956740731,0.000421934,0.44418879
